Iteration,EventNumber,TimeStep,StormLocation,AreaElementTextID,WatersideGroundElevation,StormWaterLevelDB,WaveDB,DepthLimitedWaveHeight,SLCContribution,TideContribution,WaveContribution,AdjustedWaveContribution,TotalWaterLevel
1,447,927,1,BH2,4.25,-0.44,0.00,0.00,0.10,0.00,0.00,0.00,-0.34
1,447,928,1,BH1,2.45,-0.44,0.00,0.00,0.10,0.00,0.00,0.00,-0.34
1,447,928,1,BH2,4.25,-0.44,0.00,0.00,0.10,0.00,0.00,0.00,-0.34
1,447,929,1,BH1,2.45,-0.44,0.00,0.00,0.10,0.00,0.00,0.00,-0.34
1,447,929,1,BH2,4.25,-0.44,0.00,0.00,0.10,0.00,0.00,0.00,-0.34
1,447,930,1,BH1,2.45,-0.45,0.00,0.00,0.10,0.00,0.00,0.00,-0.35
1,447,930,1,BH2,4.25,-0.45,0.00,0.00,0.10,0.00,0.00,0.00,-0.35
1,447,931,1,BH1,2.45,-0.45,0.00,0.00,0.10,0.00,0.00,0.00,-0.35
1,447,931,1,BH2,4.25,-0.45,0.00,0.00,0.10,0.00,0.00,0.00,-0.35
1,447,932,1,BH1,2.45,-0.46,0.00,0.00,0.10,0.00,0.00,0.00,-0.36
1,447,932,1,BH2,4.25,-0.46,0.00,0.00,0.10,0.00,0.00,0.00,-0.36
1,447,933,1,BH1,2.45,-0.46,0.00,0.00,0.10,0.00,0.00,0.00,-0.36
1,447,933,1,BH2,4.25,-0.46,0.00,0.00,0.10,0.00,0.00,0.00,-0.36
1,447,934,1,BH1,2.45,-0.47,0.00,0.00,0.10,0.00,0.00,0.00,-0.37
1,447,934,1,BH2,4.25,-0.47,0.00,0.00,0.10,0.00,0.00,0.00,-0.37
1,447,935,1,BH1,2.45,-0.47,0.00,0.00,0.10,0.00,0.00,0.00,-0.37
1,447,935,1,BH2,4.25,-0.47,0.00,0.00,0.10,0.00,0.00,0.00,-0.37
1,447,936,1,BH1,2.45,-0.48,0.00,0.00,0.10,0.00,0.00,0.00,-0.38
1,447,936,1,BH2,4.25,-0.48,0.00,0.00,0.10,0.00,0.00,0.00,-0.38
1,447,937,1,BH1,2.45,-0.48,0.00,0.00,0.10,0.00,0.00,0.00,-0.38
1,447,937,1,BH2,4.25,-0.48,0.00,0.00,0.10,0.00,0.00,0.00,-0.38
1,447,938,1,BH1,2.45,-0.49,0.00,0.00,0.10,0.00,0.00,0.00,-0.39
1,447,938,1,BH2,4.25,-0.49,0.00,0.00,0.10,0.00,0.00,0.00,-0.39
1,447,939,1,BH1,2.45,-0.49,0.00,0.00,0.10,0.00,0.00,0.00,-0.39
1,447,939,1,BH2,4.25,-0.49,0.00,0.00,0.10,0.00,0.00,0.00,-0.39
1,447,940,1,BH1,2.45,-0.49,0.00,0.00,0.10,0.00,0.00,0.00,-0.39
1,447,940,1,BH2,4.25,-0.49,0.00,0.00,0.10,0.00,0.00,0.00,-0.39
1,447,941,1,BH1,2.45,-0.50,0.00,0.00,0.10,0.00,0.00,0.00,-0.40
1,447,941,1,BH2,4.25,-0.50,0.00,0.00,0.10,0.00,0.00,0.00,-0.40
1,447,942,1,BH1,2.45,-0.50,0.00,0.00,0.10,0.00,0.00,0.00,-0.40
1,447,942,1,BH2,4.25,-0.50,0.00,0.00,0.10,0.00,0.00,0.00,-0.40
1,447,943,1,BH1,2.45,-0.51,0.00,0.00,0.10,0.00,0.00,0.00,-0.41
1,447,943,1,BH2,4.25,-0.51,0.00,0.00,0.10,0.00,0.00,0.00,-0.41
1,447,944,1,BH1,2.45,-0.51,0.00,0.00,0.10,0.00,0.00,0.00,-0.41
1,447,944,1,BH2,4.25,-0.51,0.00,0.00,0.10,0.00,0.00,0.00,-0.41
1,447,945,1,BH1,2.45,-0.51,0.00,0.00,0.10,0.00,0.00,0.00,-0.41
1,447,945,1,BH2,4.25,-0.51,0.00,0.00,0.10,0.00,0.00,0.00,-0.41
1,447,946,1,BH1,2.45,-0.52,0.00,0.00,0.10,0.00,0.00,0.00,-0.42
1,447,946,1,BH2,4.25,-0.52,0.00,0.00,0.10,0.00,0.00,0.00,-0.42
1,447,947,1,BH1,2.45,-0.52,0.00,0.00,0.10,0.00,0.00,0.00,-0.42
1,447,947,1,BH2,4.25,-0.52,0.00,0.00,0.10,0.00,0.00,0.00,-0.42
1,447,948,1,BH1,2.45,-0.53,0.00,0.00,0.10,0.00,0.00,0.00,-0.42
1,447,948,1,BH2,4.25,-0.53,0.00,0.00,0.10,0.00,0.00,0.00,-0.42
1,447,949,1,BH1,2.45,-0.53,0.00,0.00,0.10,0.00,0.00,0.00,-0.43
1,447,949,1,BH2,4.25,-0.53,0.00,0.00,0.10,0.00,0.00,0.00,-0.43
1,447,950,1,BH1,2.45,-0.53,0.00,0.00,0.10,0.00,0.00,0.00,-0.43
1,447,950,1,BH2,4.25,-0.53,0.00,0.00,0.10,0.00,0.00,0.00,-0.43
1,447,951,1,BH1,2.45,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,951,1,BH2,4.25,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,952,1,BH1,2.45,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,952,1,BH2,4.25,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,953,1,BH1,2.45,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,953,1,BH2,4.25,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,954,1,BH1,2.45,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,954,1,BH2,4.25,-0.54,0.00,0.00,0.10,0.00,0.00,0.00,-0.44
1,447,955,1,BH1,2.45,-0.55,0.00,0.00,0.10,0.00,0.00,0.00,-0.45
1,447,955,1,BH2,4.25,-0.55,0.00,0.00,0.10,0.00,0.00,0.00,-0.45
1,447,956,1,BH1,2.45,-0.55,0.00,0.00,0.10,0.00,0.00,0.00,-0.45
1,447,956,1,BH2,4.25,-0.55,0.00,0.00,0.10,0.00,0.00,0.00,-0.45
1,447,957,1,BH1,2.45,-0.55,0.00,0.00,0.10,0.00,0.00,0.00,-0.45
1,447,957,1,BH2,4.25,-0.55,0.00,0.00,0.10,0.00,0.00,0.00,-0.45
1,447,958,1,BH1,2.45,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,958,1,BH2,4.25,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,959,1,BH1,2.45,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,959,1,BH2,4.25,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,960,1,BH1,2.45,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,960,1,BH2,4.25,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,961,1,BH1,2.45,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,961,1,BH2,4.25,-0.56,0.00,0.00,0.10,0.00,0.00,0.00,-0.46
1,447,962,1,BH1,2.45,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,962,1,BH2,4.25,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,963,1,BH1,2.45,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,963,1,BH2,4.25,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,964,1,BH1,2.45,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,964,1,BH2,4.25,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,965,1,BH1,2.45,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,965,1,BH2,4.25,-0.57,0.00,0.00,0.10,0.00,0.00,0.00,-0.47
1,447,966,1,BH1,2.45,-0.58,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,966,1,BH2,4.25,-0.58,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,967,1,BH1,2.45,-0.58,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,967,1,BH2,4.25,-0.58,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,968,1,BH1,2.45,-0.58,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,968,1,BH2,4.25,-0.58,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,969,1,BH1,2.45,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,969,1,BH2,4.25,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.48
1,447,970,1,BH1,2.45,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.49
1,447,970,1,BH2,4.25,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.49
1,447,971,1,BH1,2.45,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.49
1,447,971,1,BH2,4.25,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.49
1,447,972,1,BH1,2.45,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.49
1,447,972,1,BH2,4.25,-0.59,0.00,0.00,0.10,0.00,0.00,0.00,-0.49
1,447,973,1,BH1,2.45,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,973,1,BH2,4.25,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,974,1,BH1,2.45,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,974,1,BH2,4.25,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,975,1,BH1,2.45,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,975,1,BH2,4.25,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,976,1,BH1,2.45,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,976,1,BH2,4.25,-0.60,0.00,0.00,0.10,0.00,0.00,0.00,-0.50
1,447,977,1,BH1,2.45,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,977,1,BH2,4.25,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,978,1,BH1,2.45,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,978,1,BH2,4.25,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,979,1,BH1,2.45,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,979,1,BH2,4.25,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,980,1,BH1,2.45,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,980,1,BH2,4.25,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,981,1,BH1,2.45,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,981,1,BH2,4.25,-0.61,0.00,0.00,0.10,0.00,0.00,0.00,-0.51
1,447,982,1,BH1,2.45,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,982,1,BH2,4.25,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,983,1,BH1,2.45,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,983,1,BH2,4.25,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,984,1,BH1,2.45,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,984,1,BH2,4.25,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,985,1,BH1,2.45,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,985,1,BH2,4.25,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,986,1,BH1,2.45,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,986,1,BH2,4.25,-0.62,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,987,1,BH1,2.45,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,987,1,BH2,4.25,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.52
1,447,988,1,BH1,2.45,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,988,1,BH2,4.25,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,989,1,BH1,2.45,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,989,1,BH2,4.25,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,990,1,BH1,2.45,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,990,1,BH2,4.25,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,991,1,BH1,2.45,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,991,1,BH2,4.25,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,992,1,BH1,2.45,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,992,1,BH2,4.25,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,993,1,BH1,2.45,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,993,1,BH2,4.25,-0.63,0.00,0.00,0.10,0.00,0.00,0.00,-0.53
1,447,994,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,994,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,995,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,995,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,996,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,996,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,997,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,997,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,998,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,998,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,999,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,999,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1000,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1000,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1001,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1001,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1002,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1002,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1003,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1003,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1004,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1004,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1005,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1005,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1006,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1006,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1007,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1007,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1008,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1008,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1009,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1009,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1010,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1010,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1011,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1011,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1012,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1012,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1013,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1013,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1014,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1014,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1015,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1015,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1016,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1016,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1017,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1017,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1018,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1018,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1019,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1019,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1020,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1020,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1021,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1021,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1022,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1022,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1023,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1023,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1024,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1024,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1025,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1025,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1026,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1026,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1027,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1027,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1028,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1028,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1029,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1029,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1030,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1030,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1031,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1031,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1032,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1032,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1033,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1033,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1034,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1034,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1035,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1035,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1036,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1036,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1037,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1037,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1038,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1038,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1039,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1039,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1040,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1040,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1041,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1041,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1042,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1042,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1043,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1043,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1044,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1044,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1045,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1045,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1046,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1046,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1047,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1047,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1048,1,BH1,2.45,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1048,1,BH2,4.25,-0.64,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1049,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1049,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.54
1,447,1050,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1050,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1051,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1051,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1052,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1052,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1053,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1053,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1054,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1054,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1055,1,BH1,2.45,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1055,1,BH2,4.25,-0.65,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1056,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1056,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.55
1,447,1057,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1057,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1058,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1058,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1059,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1059,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1060,1,BH1,2.45,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1060,1,BH2,4.25,-0.66,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1061,1,BH1,2.45,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1061,1,BH2,4.25,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.56
1,447,1062,1,BH1,2.45,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.57
1,447,1062,1,BH2,4.25,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.57
1,447,1063,1,BH1,2.45,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.57
1,447,1063,1,BH2,4.25,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.57
1,447,1064,1,BH1,2.45,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.57
1,447,1064,1,BH2,4.25,-0.67,0.00,0.00,0.10,0.00,0.00,0.00,-0.57
